sen	obj_gender	obj_idx	obj_idx_start	ref_idx	ref_type	subj_gender	subj_idx
The son helped the bride to pack up otherwise	f	4	4	9	subj	m	1
The grandson offered to help the lady because	f	6	6	8	subj	m	1
The monk said thank you to the grandmother because	f	7	7	9	subj	m	1
The grandson prepared a soup for the lady because	f	7	7	9	subj	m	1
The grandson picked up the wife from the airport after	f	5	5	10	subj	m	1
The man had a meeting with the aunt so	f	7	7	9	subj	m	1
The groom told the aunt the good news that	f	4	4	9	subj	m	1
The father handed the nun a hammer because	f	4	4	8	subj	m	1
The monk asked the mother to close the window because	f	4	4	10	subj	m	1
The lord wanted to take the mother ’s job because	f	6	6	10	subj	m	1
The brother told the daughter to provide documentation because	f	4	4	9	subj	m	1
The boy offered to help the daughter because	f	6	6	8	subj	m	1
The boy demanded more bread from the wife because	f	7	7	9	subj	m	1
The brother refused to help the sister as	f	6	6	8	subj	m	1
The uncle asked the grandmother many questions because	f	4	4	8	subj	m	1
The monk likes to work with the granddaughter because	f	7	7	9	subj	m	1
The brother is afraid of the daughter because	f	6	6	8	subj	m	1
The boy earns more than the woman because	f	6	6	8	subj	m	1
The grandfather traded services with the aunt because	f	6	6	8	subj	m	1
The father agreed to raise the girl 's salary because	f	6	6	10	subj	m	1
The husband offered apples to the wife , because	f	6	6	9	subj	m	1
The husband likes the granddaughter 's product and	f	4	4	8	subj	m	1
The grandfather is always teaching the grandmother new techniques so	f	6	6	10	subj	m	1
The monk caught the girl stealing the money and	f	4	4	9	subj	m	1
The lord tried to avoid seeing the wife because	f	7	7	9	subj	m	1
The uncle dug a hole for the grandmother because	f	7	7	9	subj	m	1
The grandfather accused the aunt of theft because	f	4	4	8	subj	m	1
The boy handed the sister a hammer because	f	4	4	8	subj	m	1
The father asked the wife to prepare some documents because	f	4	4	10	subj	m	1
The brother brought the sister some ideas which	f	4	4	8	subj	m	1
The grandson helped the lady to fix the engine and	f	4	4	10	subj	m	1
The father prepared a dish for the grandmother because	f	7	7	9	subj	m	1
