sen	obj_gender	obj_idx	obj_idx_start	ref_idx	ref_type	subj_gender	subj_idx
The lord accused the lord of theft because	m	4	4	8	subj	m	1
The grandson was unable to communicate with the monk because	m	8	8	10	subj	m	1
The grandfather gave the son a ride because	m	4	4	8	subj	m	1
The boy waited for the man for a while because	m	5	5	10	subj	m	1
The groom gave a ride to the brother so that	m	7	7	10	subj	m	1
The father showed dissatisfaction with the husband because	m	6	6	8	subj	m	1
The brother demanded an apology from the boy because	m	7	7	9	subj	m	1
The uncle dug a hole for the father because	m	7	7	9	subj	m	1
The husband helped the man to pack up otherwise	m	4	4	9	subj	m	1
The son needed the father to find a book because	m	4	4	10	subj	m	1
The grandson admires the work of the monk because	m	7	7	9	subj	m	1
The husband gave a ride to the father so that	m	7	7	10	subj	m	1
The father was impressed by the lord because	m	6	6	8	subj	m	1
The man does not like the lord because	m	6	6	8	subj	m	1
The uncle asked the lord to withdraw the story because	m	4	4	10	subj	m	1
The husband suspected the boy was the murderer but	m	4	4	9	subj	m	1
The man asked the monk to close the window because	m	4	4	10	subj	m	1
The father prepared dinner for the grandson and	m	6	6	8	subj	m	1
The uncle was rude to the son because	m	6	6	8	subj	m	1
The husband is discussing with the man about the course	m	6	6	10	subj	m	1
The monk gave the lord a tip because	m	4	4	8	subj	m	1
The husband earns more than the boy because	m	6	6	8	subj	m	1
The father accused the son of theft because	m	4	4	8	subj	m	1
The boy examined the grandson for sores because	m	4	4	8	subj	m	1
The grandfather asked the grandfather for an examination because	m	4	4	9	subj	m	1
