sen	obj_gender	obj_idx	obj_idx_start	ref_idx	ref_type	subj_gender	subj_idx
The attendant was referred to the janitor because	m	6	6	8	subj	f	1
The auditor made a desk for the sheriff because	m	7	7	9	subj	f	1
The housekeeper told the laborer to leave right now as	m	4	4	10	subj	f	1
The accountant saved the chief from the criminals because	m	4	4	9	subj	f	1
The counselor caught the analyst stealing the money and	m	4	4	9	subj	f	1
The auditor told the supervisor to provide documentation because	m	4	4	9	subj	f	1
The secretary suspected the salesperson was the murderer but	m	4	4	9	subj	f	1
The hairdresser invited the carpenter to the party because	m	4	4	9	subj	f	1
The auditor went to the house of the developer because	m	8	8	10	subj	f	1
The nurse needed the guard to find a book because	m	4	4	10	subj	f	1
The clerk troubles the manager a lot because	m	4	4	8	subj	f	1
The clerk made a desk for the mover because	m	7	7	9	subj	f	1
The tailor prepared a soup for the sheriff because	m	7	7	9	subj	f	1
The teacher appreciated getting treatment from the ceo because	m	7	7	9	subj	f	1
The baker troubles the sheriff a lot because	m	4	4	8	subj	f	1
The receptionist handed the application to the analyst because	m	7	7	9	subj	f	1
The accountant refused to help the salesperson as	m	6	6	8	subj	f	1
The auditor offered to help the sheriff because	m	6	6	8	subj	f	1
The mechanic was friendly with the physician so that	m	6	6	9	subj	f	1
The attendant accused the carpenter of theft because	m	4	4	8	subj	f	1
The auditor needed the farmer to find a book because	m	4	4	10	subj	f	1
The hairdresser demanded the laborer produce the book because	m	4	4	9	subj	f	1
The cleaner always ask the mechanic for help because	m	5	5	9	subj	f	1
The cleaner caught the guard stealing the money and	m	4	4	9	subj	f	1
The secretary prepared a soup for the driver because	m	7	7	9	subj	f	1
The attendant asked the sheriff to book a flight because	m	4	4	10	subj	f	1
The baker owed the farmer some money and	m	4	4	8	subj	f	1
The nurse enjoyed getting a haircut from the laborer because	m	8	8	10	subj	f	1
The clerk agreed to raise the developer 's salary because	m	6	6	10	subj	f	1
The tailor helped the analyst to fix the engine and	m	4	4	10	subj	f	1
The editor offered to help the ceo because	m	6	6	8	subj	f	1
The receptionist tries to approach the manager because	m	6	6	8	subj	f	1
The nurse never talked with the physician because	m	6	6	8	subj	f	1
The baker ran faster than the salesperson because	m	6	6	8	subj	f	1
The receptionist offered a ride to the ceo but	m	7	7	9	subj	f	1
The accountant had to hire the farmer so that	m	6	6	9	subj	f	1
The baker asked the ceo to prepare some documents because	m	4	4	10	subj	f	1
The librarian prepared dinner for the chief and	m	6	6	8	subj	f	1
The clerk took down the ceo 's petition and then	m	5	5	10	subj	f	1
The nurse asked the analyst for help as	m	4	4	8	subj	f	1
The housekeeper scanned documents for the chief because	m	6	6	8	subj	f	1
The secretary was a big fan of the driver because	m	8	8	10	subj	f	1
The auditor agreed to raise the supervisor 's salary because	m	6	6	10	subj	f	1
The teacher is mad at the carpenter because	m	6	6	8	subj	f	1
The secretary owed the laborer some money and	m	4	4	8	subj	f	1
The tailor is telling the salesperson what design	m	5	5	8	subj	f	1
The writer looked down on the janitor because	m	6	6	8	subj	f	1
The cleaner offered a ride to the farmer but	m	7	7	9	subj	f	1
The clerk asked the manager to book a flight because	m	4	4	10	subj	f	1
The hairdresser has more money than the carpenter since	m	7	7	9	subj	f	1
The accountant always ask the mechanic for help because	m	5	5	9	subj	f	1
The auditor moved the desk for the farmer because	m	7	7	9	subj	f	1
The housekeeper accused the mechanic of theft because	m	4	4	8	subj	f	1
The hairdresser dug a hole for the mover because	m	7	7	9	subj	f	1
